names_IUCN,names_elton,names_phylo,diff_IUCN_elton,diff_IUCN_phylo
Pytilia_hypogrammica,Pytilia_hypogrammica,Pytilia_hypogrammica,,
Pytilia_lineata,Pytilia_lineata,Pytilia_lineata,,
Pytilia_melba,Pytilia_melba,Pytilia_melba,,
Pytilia_phoenicoptera,Pytilia_phoenicoptera,Pytilia_phoenicoptera,,
Quelea_cardinalis,Quelea_cardinalis,Quelea_cardinalis,,
Quelea_erythrops,Quelea_erythrops,Quelea_cardinalis,,Missing
Quelea_quelea,Quelea_quelea,Quelea_quelea,,
Querula_purpurata,Querula_purpurata,Querula_purpurata,,
Quiscalus_lugubris,Quiscalus_lugubris,Quiscalus_lugubris,,
Quiscalus_major,Quiscalus_major,Quiscalus_major,,
Quiscalus_mexicanus,Quiscalus_mexicanus,Quiscalus_mexicanus,,
Quiscalus_nicaraguensis,Quiscalus_nicaraguensis,Quiscalus_nicaraguensis,,
Quiscalus_niger,Quiscalus_niger,Quiscalus_niger,,
Quiscalus_palustris,Quiscalus_mexicanus,Quiscalus_mexicanus,Extinct,Extinct
Quiscalus_quiscula,Quiscalus_quiscula,Quiscalus_quiscula,,
Quoyornis_georgianus,Eopsaltria_georgiana,Eopsaltria_georgiana,New genus,New genus
Radjah_radjah,Tadorna_radjah,Tadorna_radjah,New genus,New genus
Rallicula_forbesi,Rallina_forbesi,Rallina_forbesi,New genus,New genus
Rallicula_leucospila,Rallina_leucospila,Rallina_leucospila,New genus,New genus
Rallicula_mayri,Rallina_mayri,Rallina_mayri,New genus,New genus
Rallicula_rubra,Rallina_rubra,Rallina_rubra,New genus,New genus
Rallina_canningi,Rallina_canningi,Rallina_canningi,,
Rallina_eurizonoides,Rallina_eurizonoides,Rallina_eurizonoides,,
Rallina_fasciata,Rallina_fasciata,Rallina_fasciata,,
Rallina_tricolor,Rallina_tricolor,Rallina_tricolor,,
Rallus_antarcticus,Rallus_antarcticus,Rallus_antarcticus,,
Rallus_aquaticus,Rallus_aquaticus,Rallus_aquaticus,,
Rallus_caerulescens,Rallus_caerulescens,Rallus_caerulescens,,
Rallus_crepitans,Rallus_longirostris,Rallus_longirostris,Lump/split,Lump/split
Rallus_elegans,Rallus_elegans,Rallus_elegans,,
Rallus_indicus,Rallus_aquaticus,Rallus_aquaticus,Lump/split,Lump/split
Rallus_limicola,Rallus_limicola,Rallus_limicola,,
Rallus_longirostris,Rallus_longirostris,Rallus_longirostris,,
Rallus_madagascariensis,Rallus_madagascariensis,Rallus_madagascariensis,,
Rallus_obsoletus,Rallus_elegans,Rallus_elegans,Lump/split,Lump/split
Rallus_semiplumbeus,Rallus_semiplumbeus,Rallus_semiplumbeus,,
Rallus_tenuirostris,Rallus_elegans,Rallus_elegans,Lump/split,Lump/split
Rallus_wetmorei,Rallus_wetmorei,Rallus_wetmorei,,
Ramphastos_ambiguus,Ramphastos_ambiguus,Ramphastos_ambiguus,,
Ramphastos_ariel,Ramphastos_vitellinus,Ramphastos_vitellinus,Lump/split,Lump/split
Ramphastos_brevis,Ramphastos_brevis,Ramphastos_brevis,,
Ramphastos_citreolaemus,Ramphastos_vitellinus,Ramphastos_vitellinus,Lump/split,Lump/split
Ramphastos_culminatus,Ramphastos_vitellinus,Ramphastos_vitellinus,Lump/split,Lump/split
Ramphastos_cuvieri,Ramphastos_tucanus,Ramphastos_tucanus,Lump/split,Lump/split
Ramphastos_dicolorus,Ramphastos_dicolorus,Ramphastos_dicolorus,,
Ramphastos_sulfuratus,Ramphastos_sulfuratus,Ramphastos_sulfuratus,,
Ramphastos_toco,Ramphastos_toco,Ramphastos_toco,,
Ramphastos_tucanus,Ramphastos_tucanus,Ramphastos_tucanus,,
Ramphastos_vitellinus,Ramphastos_vitellinus,Ramphastos_vitellinus,,
Ramphiculus_epius,Ptilinopus_subgularis,Ptilinopus_subgularis,Lump/split,Lump/split
Ramphiculus_fischeri,Ptilinopus_fischeri,Ptilinopus_fischeri,New genus,New genus
Ramphiculus_jambu,Ptilinopus_jambu,Ptilinopus_jambu,New genus,New genus
Ramphiculus_leclancheri,Ptilinopus_leclancheri,Ptilinopus_leclancheri,New genus,New genus
Ramphiculus_mangoliensis,Ptilinopus_subgularis,Ptilinopus_subgularis,Lump/split,Lump/split
Ramphiculus_marchei,Ptilinopus_marchei,Ptilinopus_marchei,New genus,New genus
Ramphiculus_meridionalis,Ptilinopus_fischeri,Ptilinopus_fischeri,Lump/split,Lump/split
Ramphiculus_merrilli,Ptilinopus_merrilli,Ptilinopus_merrilli,New genus,New genus
Ramphiculus_occipitalis,Ptilinopus_occipitalis,Ptilinopus_occipitalis,New genus,New genus
Ramphiculus_subgularis,Ptilinopus_subgularis,Ptilinopus_subgularis,New genus,New genus
Ramphocaenus_melanurus,Ramphocaenus_melanurus,Ramphocaenus_melanurus,,
Ramphocelus_bresilius,Ramphocelus_bresilius,Ramphocelus_bresilius,,
Ramphocelus_carbo,Ramphocelus_carbo,Ramphocelus_carbo,,
Ramphocelus_costaricensis,Ramphocelus_costaricensis,Ramphocelus_passerinii,,Lump/split
Ramphocelus_dimidiatus,Ramphocelus_dimidiatus,Ramphocelus_dimidiatus,,
Ramphocelus_flammigerus,Ramphocelus_flammigerus,Ramphocelus_flammigerus,,
Ramphocelus_icteronotus,Ramphocelus_icteronotus,Ramphocelus_flammigerus,,Lump/split
Ramphocelus_melanogaster,Ramphocelus_melanogaster,Ramphocelus_melanogaster,,
Ramphocelus_nigrogularis,Ramphocelus_nigrogularis,Ramphocelus_nigrogularis,,
Ramphocelus_passerinii,Ramphocelus_passerinii,Ramphocelus_passerinii,,
Ramphocelus_sanguinolentus,Ramphocelus_sanguinolentus,Ramphocelus_sanguinolentus,,
Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,,
Ramphocoris_clotbey,Rhamphocoris_clotbey,Rhamphocoris_clotbey,Typo,Typo
Ramphodon_naevius,Ramphodon_naevius,Ramphodon_naevius,,
Ramphomicron_dorsale,Ramphomicron_dorsale,Ramphomicron_dorsale,,
Ramphomicron_microrhynchum,Ramphomicron_microrhynchum,Ramphomicron_microrhynchum,,
Ramphotrigon_fuscicauda,Ramphotrigon_fuscicauda,Ramphotrigon_fuscicauda,,
Ramphotrigon_megacephalum,Ramphotrigon_megacephalum,Ramphotrigon_megacephalum,,
Ramphotrigon_ruficauda,Ramphotrigon_ruficauda,Ramphotrigon_ruficauda,,
Ramsayornis_fasciatus,Ramsayornis_fasciatus,Ramsayornis_fasciatus,,
Ramsayornis_modestus,Ramsayornis_modestus,Ramsayornis_modestus,,
Randia_pseudozosterops,Randia_pseudozosterops,Randia_pseudozosterops,,
Raphus_cucullatus,Caloenas_nicobarica,Caloenas_nicobarica,Extinct,Extinct
Recurvirostra_americana,Recurvirostra_americana,Recurvirostra_americana,,
Recurvirostra_andina,Recurvirostra_andina,Recurvirostra_andina,,
Recurvirostra_avosetta,Recurvirostra_avosetta,Recurvirostra_avosetta,,
Recurvirostra_novaehollandiae,Recurvirostra_novaehollandiae,Recurvirostra_andina,,Missing
Regulus_calendula,Regulus_calendula,Regulus_calendula,,
Regulus_goodfellowi,Regulus_goodfellowi,Regulus_goodfellowi,,
Regulus_ignicapilla,Regulus_ignicapilla,Regulus_ignicapilla,,
Regulus_madeirensis,Regulus_madeirensis,Regulus_ignicapilla,,Lump/split
Regulus_regulus,Regulus_regulus,Regulus_regulus,,
Regulus_satrapa,Regulus_satrapa,Regulus_satrapa,,
Reinwardtoena_browni,Reinwardtoena_browni,Reinwardtoena_browni,,
Reinwardtoena_crassirostris,Reinwardtoena_crassirostris,Reinwardtoena_crassirostris,,
Reinwardtoena_reinwardti,Reinwardtoena_browni,Reinwardtoena_browni,Missing,Missing
Remiz_consobrinus,Remiz_consobrinus,Remiz_consobrinus,,
Remiz_coronatus,Remiz_coronatus,Remiz_coronatus,,
Remiz_macronyx,Remiz_macronyx,Remiz_pendulinus,,Lump/split
Remiz_pendulinus,Remiz_pendulinus,Remiz_pendulinus,,
Rhabdornis_grandis,Rhabdornis_grandis,Rhabdornis_grandis,,
Rhabdornis_inornatus,Rhabdornis_inornatus,Rhabdornis_inornatus,,
Rhabdornis_mystacalis,Rhabdornis_mystacalis,Rhabdornis_mystacalis,,
Rhabdornis_rabori,Rhabdornis_inornatus,Rhabdornis_inornatus,Lump/split,Lump/split
Rhabdotorrhinus_corrugatus,Aceros_corrugatus,Aceros_corrugatus,New genus,New genus
Rhabdotorrhinus_exarhatus,Penelopides_exarhatus,Penelopides_exarhatus,New genus,New genus
Rhabdotorrhinus_leucocephalus,Aceros_leucocephalus,Aceros_leucocephalus,New genus,New genus
Rhabdotorrhinus_waldeni,Aceros_waldeni,Aceros_waldeni,New genus,New genus
Rhagologus_leucostigma,Rhagologus_leucostigma,Rhagologus_leucostigma,,
Rhamphocharis_crassirostris,Melanocharis_crassirostris,Melanocharis_crassirostris,New genus,New genus
Rhamphocharis_piperata,Melanocharis_crassirostris,Melanocharis_crassirostris,Lump/split,Lump/split
Rhamphococcyx_calyorhynchus,Phaenicophaeus_calyorhynchus,Phaenicophaeus_calyorhynchus,New genus,New genus
Rhaphidura_leucopygialis,Rhaphidura_leucopygialis,Rhaphidura_leucopygialis,,
Rhaphidura_sabini,Rhaphidura_sabini,Rhaphidura_sabini,,
Rhea_americana,Rhea_americana,Rhea_americana,,
Rhea_pennata,Rhea_pennata,Rhea_pennata,,
Rhea_tarapacensis,Rhea_pennata,Rhea_pennata,Lump/split,Lump/split
Rhegmatorhina_berlepschi,Rhegmatorhina_berlepschi,Rhegmatorhina_berlepschi,,
Rhegmatorhina_cristata,Rhegmatorhina_cristata,Rhegmatorhina_cristata,,
Rhegmatorhina_gymnops,Rhegmatorhina_gymnops,Rhegmatorhina_gymnops,,
Rhegmatorhina_hoffmannsi,Rhegmatorhina_hoffmannsi,Rhegmatorhina_hoffmannsi,,
Rhegmatorhina_melanosticta,Rhegmatorhina_melanosticta,Rhegmatorhina_melanosticta,,
Rheinardia_ocellata,Rheinardia_ocellata,Rheinardia_ocellata,,
Rhinocrypta_lanceolata,Rhinocrypta_lanceolata,Rhinocrypta_lanceolata,,
Rhinoplax_vigil,Rhinoplax_vigil,Rhinoplax_vigil,,
Rhinopomastus_aterrimus,Rhinopomastus_aterrimus,Rhinopomastus_aterrimus,,
Rhinopomastus_castaneiceps,Phoeniculus_castaneiceps,Phoeniculus_castaneiceps,New genus,New genus
Rhinopomastus_cyanomelas,Rhinopomastus_cyanomelas,Rhinopomastus_cyanomelas,,
Rhinopomastus_minor,Rhinopomastus_minor,Rhinopomastus_minor,,
Rhinoptilus_bitorquatus,Rhinoptilus_bitorquatus,Rhinoptilus_bitorquatus,,
Rhinoptilus_chalcopterus,Rhinoptilus_chalcopterus,Rhinoptilus_chalcopterus,,
Rhinoptilus_cinctus,Rhinoptilus_cinctus,Rhinoptilus_cinctus,,
Rhinortha_chlorophaea,Phaenicophaeus_chlorophaeus,Phaenicophaeus_chlorophaeus,New genus,New genus
Rhipidura_albicollis,Rhipidura_albicollis,Rhipidura_albicollis,,
Rhipidura_albiscapa,Rhipidura_fuliginosa,Rhipidura_fuliginosa,Lump/split,Lump/split
Rhipidura_albiventris,Rhipidura_cyaniceps,Rhipidura_cyaniceps,Lump/split,Lump/split
Rhipidura_albogularis,Rhipidura_albicollis,Rhipidura_albicollis,Lump/split,Lump/split
Rhipidura_albolimbata,Rhipidura_albolimbata,Rhipidura_albolimbata,,
Rhipidura_assimilis,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_atra,Rhipidura_atra,Rhipidura_atra,,
Rhipidura_aureola,Rhipidura_aureola,Rhipidura_aureola,,
Rhipidura_bouruensis,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_brachyrhyncha,Rhipidura_brachyrhyncha,Rhipidura_brachyrhyncha,,
Rhipidura_cinerea,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_cockerelli,Rhipidura_cockerelli,Rhipidura_cockerelli,,
Rhipidura_coultasi,Rhipidura_cockerelli,Rhipidura_cockerelli,Lump/split,Lump/split
Rhipidura_cyaniceps,Rhipidura_cyaniceps,Rhipidura_cyaniceps,,
Rhipidura_dahli,Rhipidura_dahli,Rhipidura_dahli,,
Rhipidura_dedemi,Rhipidura_dedemi,Rhipidura_dedemi,,
Rhipidura_diluta,Rhipidura_diluta,Rhipidura_diluta,,
Rhipidura_drownei,Rhipidura_drownei,Rhipidura_drownei,,
Rhipidura_dryas,Rhipidura_rufifrons,Rhipidura_rufifrons,Lump/split,Lump/split
Rhipidura_euryura,Rhipidura_euryura,Rhipidura_euryura,,
Rhipidura_fuliginosa,Rhipidura_fuliginosa,Rhipidura_fuliginosa,,
Rhipidura_fuscorufa,Rhipidura_fuscorufa,Rhipidura_fuscorufa,,
Rhipidura_hoedti,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_hyperythra,Rhipidura_hyperythra,Rhipidura_hyperythra,,
Rhipidura_isura,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_javanica,Rhipidura_javanica,Rhipidura_javanica,,
Rhipidura_kordensis,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_kubaryi,Rhipidura_kubaryi,Rhipidura_kubaryi,,
Rhipidura_layardi,Rhipidura_verreauxi,Rhipidura_verreauxi,Lump/split,Lump/split
Rhipidura_lepida,Rhipidura_lepida,Rhipidura_lepida,,
Rhipidura_leucophrys,Rhipidura_leucophrys,Rhipidura_leucophrys,,
Rhipidura_leucothorax,Rhipidura_leucothorax,Rhipidura_leucothorax,,
Rhipidura_maculipectus,Rhipidura_maculipectus,Rhipidura_maculipectus,,
Rhipidura_malaitae,Rhipidura_malaitae,Rhipidura_malaitae,,
Rhipidura_matthiae,Rhipidura_matthiae,Rhipidura_matthiae,,
Rhipidura_melanolaema,Rhipidura_rufifrons,Rhipidura_rufifrons,Lump/split,Lump/split
Rhipidura_nebulosa,Rhipidura_nebulosa,Rhipidura_nebulosa,,
Rhipidura_nigritorquis,Rhipidura_javanica,Rhipidura_javanica,Lump/split,Lump/split
Rhipidura_nigrocinnamomea,Rhipidura_nigrocinnamomea,Rhipidura_nigrocinnamomea,,
Rhipidura_obiensis,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_ocularis,Rhipidura_drownei,Rhipidura_drownei,Lump/split,Lump/split
Rhipidura_opistherythra,Rhipidura_opistherythra,Rhipidura_opistherythra,,
Rhipidura_perlata,Rhipidura_perlata,Rhipidura_perlata,,
Rhipidura_personata,Rhipidura_personata,Rhipidura_personata,,
Rhipidura_phasiana,Rhipidura_phasiana,Rhipidura_phasiana,,
Rhipidura_phoenicura,Rhipidura_phoenicura,Rhipidura_phoenicura,,
Rhipidura_rennelliana,Rhipidura_rennelliana,Rhipidura_rennelliana,,
Rhipidura_rufidorsa,Rhipidura_rufidorsa,Rhipidura_rufidorsa,,
Rhipidura_rufifrons,Rhipidura_rufifrons,Rhipidura_rufifrons,,
Rhipidura_rufilateralis,Rhipidura_verreauxi,Rhipidura_verreauxi,Lump/split,Lump/split
Rhipidura_rufiventris,Rhipidura_rufiventris,Rhipidura_rufiventris,,
Rhipidura_samarensis,Rhipidura_superciliaris,Rhipidura_superciliaris,Lump/split,Lump/split
Rhipidura_sauli,Rhipidura_cyaniceps,Rhipidura_cyaniceps,Lump/split,Lump/split
Rhipidura_semirubra,Rhipidura_semirubra,Rhipidura_semirubra,,
Rhipidura_spilodera,Rhipidura_verreauxi,Rhipidura_verreauxi,Lump/split,Lump/split
Rhipidura_superciliaris,Rhipidura_superciliaris,Rhipidura_superciliaris,,
Rhipidura_superflua,Rhipidura_superflua,Rhipidura_superflua,,
Rhipidura_tenebrosa,Rhipidura_tenebrosa,Rhipidura_tenebrosa,,
Rhipidura_tenkatei,Rhipidura_rufiventris,Rhipidura_rufiventris,Lump/split,Lump/split
Rhipidura_teysmanni,Rhipidura_teysmanni,Rhipidura_teysmanni,,
Rhipidura_threnothorax,Rhipidura_threnothorax,Rhipidura_threnothorax,,
Rhipidura_verreauxi,Rhipidura_verreauxi,Rhipidura_verreauxi,,
Rhizothera_dulitensis,Rhizothera_longirostris,Rhizothera_longirostris,Lump/split,Lump/split
Rhizothera_longirostris,Rhizothera_longirostris,Rhizothera_longirostris,,
Rhodacanthis_flaviceps,Loxioides_bailleui,Loxioides_bailleui,Extinct,Extinct
Rhodacanthis_palmeri,Loxioides_bailleui,Loxioides_bailleui,Extinct,Extinct
Rhodinocichla_rosea,Rhodinocichla_rosea,Rhodinocichla_rosea,,
Rhodonessa_caryophyllacea,Netta_rufina,Netta_rufina,Extinct,Extinct
Rhodopechys_alienus,Rhodopechys_sanguineus,Rhodopechys_sanguineus,Lump/split,Lump/split
Rhodopechys_sanguineus,Rhodopechys_sanguineus,Rhodopechys_sanguineus,,
Rhodophoneus_cruentus,Rhodophoneus_cruentus,Rhodophoneus_cruentus,,
Rhodopis_vesper,Rhodopis_vesper,Rhodopis_vesper,,
Rhodospingus_cruentus,Rhodospingus_cruentus,Rhodospingus_cruentus,,
Rhodospiza_obsoleta,Rhodopechys_obsoletus,Rhodopechys_obsoletus,New genus,New genus
Rhodostethia_rosea,Rhodostethia_rosea,Rhodostethia_rosea,,
Rhopias_gularis,Myrmotherula_gularis,Myrmotherula_gularis,New genus,New genus
Rhopocichla_atriceps,Rhopocichla_atriceps,Rhopocichla_atriceps,,
Rhopophilus_albosuperciliaris,Rhopophilus_pekinensis,Rhopophilus_pekinensis,Lump/split,Lump/split
Rhopophilus_pekinensis,Rhopophilus_pekinensis,Rhopophilus_pekinensis,,
Rhopornis_ardesiacus,Rhopornis_ardesiacus,Rhopornis_ardesiacus,,
Rhopospina_fruticeti,Phrygilus_fruticeti,Phrygilus_fruticeti,New genus,New genus
Rhynchocyclus_aequinoctialis,Rhynchocyclus_olivaceus,Rhynchocyclus_olivaceus,Lump/split,Lump/split
Rhynchocyclus_brevirostris,Rhynchocyclus_brevirostris,Rhynchocyclus_brevirostris,,
Rhynchocyclus_fulvipectus,Rhynchocyclus_fulvipectus,Rhynchocyclus_fulvipectus,,
Rhynchocyclus_olivaceus,Rhynchocyclus_olivaceus,Rhynchocyclus_olivaceus,,
Rhynchocyclus_pacificus,Rhynchocyclus_pacificus,Rhynchocyclus_pacificus,,
Rhynchophanes_mccownii,Calcarius_mccownii,Calcarius_mccownii,New genus,New genus
Rhynchopsitta_pachyrhyncha,Rhynchopsitta_pachyrhyncha,Rhynchopsitta_pachyrhyncha,,
Rhynchopsitta_terrisi,Rhynchopsitta_terrisi,Rhynchopsitta_terrisi,,
Rhynchortyx_cinctus,Rhynchortyx_cinctus,Rhynchortyx_cinctus,,
Rhynchospiza_stolzmanni,Aimophila_stolzmanni,Aimophila_stolzmanni,New genus,New genus
Rhynchospiza_strigiceps,Aimophila_strigiceps,Aimophila_strigiceps,New genus,New genus
Rhynchostruthus_louisae,Rhynchostruthus_louisae,Rhynchostruthus_socotranus,,Lump/split
Rhynchostruthus_percivali,Rhynchostruthus_percivali,Rhynchostruthus_socotranus,,Lump/split
Rhynchostruthus_socotranus,Rhynchostruthus_socotranus,Rhynchostruthus_socotranus,,
Rhynchotus_maculicollis,Rhynchotus_maculicollis,Rhynchotus_maculicollis,,
Rhynchotus_rufescens,Rhynchotus_rufescens,Rhynchotus_rufescens,,
Rhynochetos_jubatus,Rhynochetos_jubatus,Rhynochetos_jubatus,,
Rhyticeros_cassidix,Aceros_cassidix,Aceros_cassidix,New genus,New genus
Rhyticeros_everetti,Aceros_everetti,Aceros_everetti,New genus,New genus
Rhyticeros_narcondami,Aceros_narcondami,Aceros_narcondami,New genus,New genus
Rhyticeros_plicatus,Aceros_plicatus,Aceros_plicatus,New genus,New genus
Rhyticeros_subruficollis,Aceros_subruficollis,Aceros_subruficollis,New genus,New genus
Rhyticeros_undulatus,Aceros_undulatus,Aceros_undulatus,New genus,New genus
Rhytipterna_holerythra,Rhytipterna_holerythra,Rhytipterna_holerythra,,
Rhytipterna_immunda,Rhytipterna_immunda,Rhytipterna_immunda,,
Rhytipterna_simplex,Rhytipterna_simplex,Rhytipterna_simplex,,
Ridgwayia_pinicola,Zoothera_pinicola,Zoothera_pinicola,New genus,New genus
Rigidipenna_inexpectata,Rigidipenna_inexpectata,Podargus_ocellatus,,Lump/split
Rimator_albostriatus,Rimator_albostriatus,Rimator_malacoptilus,,Lump/split
Rimator_danjoui,Jabouilleia_danjoui,Jabouilleia_danjoui,New genus,New genus
Rimator_malacoptilus,Rimator_malacoptilus,Rimator_malacoptilus,,
Rimator_naungmungensis,Jabouilleia_danjoui,Jabouilleia_danjoui,Lump/split,Lump/split
Rimator_pasquieri,Rimator_pasquieri,Rimator_malacoptilus,,Lump/split
Riparia_chinensis,Riparia_paludicola,Riparia_paludicola,Lump/split,Lump/split
Riparia_congica,Riparia_congica,Riparia_congica,,
Riparia_cowani,Riparia_paludicola,Riparia_paludicola,Lump/split,Lump/split
Riparia_diluta,Riparia_riparia,Riparia_riparia,Lump/split,Lump/split
Riparia_paludicola,Riparia_paludicola,Riparia_paludicola,,
Riparia_riparia,Riparia_riparia,Riparia_riparia,,
Rissa_brevirostris,Rissa_brevirostris,Rissa_brevirostris,,
Rissa_tridactyla,Rissa_tridactyla,Rissa_tridactyla,,
Robsonius_rabori,Robsonius_rabori,Robsonius_rabori,,
Robsonius_sorsogonensis,Robsonius_sorsogonensis,Robsonius_rabori,,Lump/split
Robsonius_thompsoni,Robsonius_rabori,Robsonius_rabori,Lump/split,Lump/split
Rollandia_microptera,Rollandia_microptera,Rollandia_microptera,,
Rollandia_rolland,Rollandia_rolland,Rollandia_rolland,,
Rollulus_rouloul,Rollulus_rouloul,Rollulus_rouloul,,
Roraimia_adusta,Roraimia_adusta,Roraimia_adusta,,
Rostratula_australis,Rostratula_australis,Rostratula_benghalensis,,Lump/split
Rostratula_benghalensis,Rostratula_benghalensis,Rostratula_benghalensis,,
Rostrhamus_sociabilis,Rostrhamus_sociabilis,Rostrhamus_sociabilis,,
Rougetius_rougetii,Rougetius_rougetii,Rougetius_rougetii,,
Rowettia_goughensis,Rowettia_goughensis,Rowettia_goughensis,,
Rufirallus_castaneiceps,Anurolimnas_castaneiceps,Anurolimnas_castaneiceps,New genus,New genus
Rufirallus_viridis,Anurolimnas_viridis,Anurolimnas_viridis,New genus,New genus
Rukia_longirostra,Rukia_longirostra,Rukia_longirostra,,
Rukia_ruki,Rukia_ruki,Rukia_ruki,,
Rupicola_peruvianus,Rupicola_peruvianus,Rupicola_peruvianus,,
Rupicola_rupicola,Rupicola_rupicola,Rupicola_rupicola,,
Rupornis_magnirostris,Buteo_magnirostris,Buteo_magnirostris,New genus,New genus
Rynchops_albicollis,Rynchops_albicollis,Rynchops_albicollis,,
Rynchops_flavirostris,Rynchops_flavirostris,Rynchops_flavirostris,,
Rynchops_niger,Rynchops_niger,Rynchops_niger,,
Sagittarius_serpentarius,Sagittarius_serpentarius,Sagittarius_serpentarius,,
Sakesphorus_canadensis,Sakesphorus_canadensis,Sakesphorus_canadensis,,
Sakesphorus_cristatus,Sakesphorus_cristatus,Sakesphorus_cristatus,,
Sakesphorus_luctuosus,Sakesphorus_luctuosus,Sakesphorus_luctuosus,,
Sakesphorus_pulchellus,Sakesphorus_canadensis,Sakesphorus_canadensis,Lump/split,Lump/split
Salpinctes_obsoletus,Salpinctes_obsoletus,Salpinctes_obsoletus,,
Salpornis_salvadori,Salpornis_spilonotus,Salpornis_spilonotus,Lump/split,Lump/split
Salpornis_spilonota,Salpornis_spilonotus,Salpornis_spilonotus,Typo,Typo
Saltator_albicollis,Saltator_albicollis,Saltator_albicollis,,
Saltator_atriceps,Saltator_atriceps,Saltator_atriceps,,
Saltator_atricollis,Saltator_atricollis,Saltator_atricollis,,
Saltator_atripennis,Saltator_atripennis,Saltator_atripennis,,
Saltator_aurantiirostris,Saltator_aurantiirostris,Saltator_aurantiirostris,,
Saltator_cinctus,Saltator_cinctus,Saltator_cinctus,,
Saltator_coerulescens,Saltator_coerulescens,Saltator_coerulescens,,
Saltator_fuliginosus,Saltator_fuliginosus,Saltator_fuliginosus,,
Saltator_grandis,Saltator_coerulescens,Saltator_coerulescens,Lump/split,Lump/split
Saltator_grossus,Saltator_grossus,Saltator_grossus,,
Saltator_maxillosus,Saltator_maxillosus,Saltator_maxillosus,,
Saltator_maximus,Saltator_maximus,Saltator_maximus,,
Saltator_multicolor,Saltatricula_multicolor,Saltatricula_multicolor,New genus,New genus
Saltator_nigriceps,Saltator_nigriceps,Saltator_nigriceps,,
Saltator_olivascens,Saltator_coerulescens,Saltator_coerulescens,Lump/split,Lump/split
Saltator_orenocensis,Saltator_orenocensis,Saltator_orenocensis,,
Saltator_similis,Saltator_similis,Saltator_similis,,
Saltator_striatipectus,Saltator_striatipectus,Saltator_striatipectus,,
Salvadorina_waigiuensis,Salvadorina_waigiuensis,Salvadorina_waigiuensis,,
Sapayoa_aenigma,Sapayoa_aenigma,Sapayoa_aenigma,,
Sappho_sparganurus,Sappho_sparganura,Sappho_sparganura,Typo,Typo
Sarcogyps_calvus,Sarcogyps_calvus,Sarcogyps_calvus,,
Sarcophanops_samarensis,Eurylaimus_samarensis,Eurylaimus_samarensis,New genus,New genus
Sarcophanops_steerii,Eurylaimus_steerii,Eurylaimus_steerii,New genus,New genus
Sarcops_calvus,Sarcops_calvus,Sarcops_calvus,,
Sarcoramphus_papa,Sarcoramphus_papa,Sarcoramphus_papa,,
Sarkidiornis_melanotos,Sarkidiornis_melanotos,Sarkidiornis_melanotos,,
Sarkidiornis_sylvicola,Sarkidiornis_melanotos,Sarkidiornis_melanotos,Lump/split,Lump/split
Saroglossa_spilopterus,Saroglossa_spiloptera,Saroglossa_spiloptera,Typo,Typo
Sarothrura_affinis,Sarothrura_affinis,Sarothrura_affinis,,
Sarothrura_ayresi,Sarothrura_ayresi,Sarothrura_ayresi,,
Sarothrura_boehmi,Sarothrura_boehmi,Sarothrura_boehmi,,
Sarothrura_elegans,Sarothrura_elegans,Sarothrura_elegans,,
Sarothrura_insularis,Sarothrura_insularis,Sarothrura_insularis,,
Sarothrura_lugens,Sarothrura_lugens,Sarothrura_lugens,,
Sarothrura_pulchra,Sarothrura_pulchra,Sarothrura_pulchra,,
Sarothrura_rufa,Sarothrura_rufa,Sarothrura_rufa,,
Sarothrura_watersi,Sarothrura_watersi,Sarothrura_watersi,,
Sasia_abnormis,Sasia_abnormis,Sasia_abnormis,,
Sasia_ochracea,Sasia_ochracea,Sasia_ochracea,,
Satrapa_icterophrys,Satrapa_icterophrys,Satrapa_icterophrys,,
Saundersilarus_saundersi,Larus_saundersi,Larus_saundersi,New genus,New genus
Saxicola_caprata,Saxicola_caprata,Saxicola_caprata,,
Saxicola_dacotiae,Saxicola_dacotiae,Saxicola_dacotiae,,
Saxicola_ferreus,Saxicola_ferreus,Saxicola_ferreus,,
Saxicola_gutturalis,Saxicola_gutturalis,Saxicola_gutturalis,,
Saxicola_insignis,Saxicola_insignis,Saxicola_insignis,,
Saxicola_jerdoni,Saxicola_jerdoni,Saxicola_jerdoni,,
Saxicola_leucurus,Saxicola_leucurus,Saxicola_leucurus,,
Saxicola_macrorhynchus,Saxicola_macrorhynchus,Saxicola_macrorhynchus,,
Saxicola_rubetra,Saxicola_rubetra,Saxicola_rubetra,,
Saxicola_tectes,Saxicola_tectes,Saxicola_tectes,,
Saxicola_torquatus,Saxicola_torquatus,Saxicola_torquatus,,
